reviewText,summary,overall,verified,vote
"The nook is the worst E-reader i have ever owned. I had it for maybe five months, then it freezes for four or so months. Once it was unfrozen i had lost all my books and b&n said i need some kind of card to get them back. It was just an awful choice. I just got the kindle and i adore it so much! IT doesn't freeze, i hope to see that it won't end up like the nook.",never again,1.0,True,
"When I first heard about e-book readers, I was skeptical and did not want to give up my precious collection of books. (I have a teeny tiny little hoarder of books inside of me!) But then I finally caved and decided to try one because of my difficulty in reading larger and heavier books laying in bed at night, and due to being away from home for periods of time where I couldn't easily carry a dozen books with me.
The first reader I had experience with was when my grandpa had purchased one of those huge honkin' Kindle DS readers with the full key pad. I was excited about that one, but the price was WAY out of range. I decided to try and go with the Nook (after my typical pre-purchase ritual of spending days doing research on the best option) and I was so thrilled with it, I had nothing bad to say. I used that little beauty for a few good years, until I was forced to sell it to help pay bills. From the very moment the Nook left my hands I regretted it. I was certain I'd never find one that good again. And I don't believe there has been any readers since then that are that good still!
Fast-forward to this Black Friday. The FIRST Black Friday when I actually HAVE some money to spend! And I am looking for a really good e-reader! I did come across the Nook on Amazon, and saw the new Nook Simple Touch, which intrigued me, because I wanted to stick with the e-ink display, and not have a full-size touch screen battery killer. Finally, I realized my love for the original Nook had never died, and it still had everything I could ever want in an e-book reader. I was even able to buy one from a vendor here on Amazon, who lived less than half an hour away from me, and it only cost me $50!!! I was SOOOOO excited!!
Now, if only I had NOT wasted $5 on that stupid fake-leather black cover, that completely RUINED the casing on my Nook... :(",After All These 'Cutting Edge' E-Readers...,5.0,True,
"I got this nook for my birthday in August 2010. I traveled with it all over Europe (a much welcomed relief from the suitcase of books I was dragging around before). Though I understand why people feel sentimental about real books, the nook is more convenient and more environmental. And no matter the book, it's light and easy to hold. You could read a 1000 page book with the same convenience as a 200 page book. I would recommend this product to anyone.

I was surprised to see the amount of negative reviews reporting bugs and faulty products. I don't doubt that that happened, but I suppose all electronic products have their kinks. I don't usually write reviews, but I wanted to vouch for this product. I've never had any trouble with it at all.",27 Months and Going Strong!,5.0,False,
Great item works great and no no problems.  All the parts were there.  Thanks so much for getting it to me so quick and the quality.,Nook,5.0,True,
"i really enjoy my original nook, perfect for reading pretty much anything on. didn't want just the basic kindle with buttons only and didn't want to go all the way for a nook tablet (since the screen is not e-ink, might buy it later.) i love how easy it is to buy books, magazines, etc. on here, the touchscreen works well. looks very nice and the B&N library is better in my opinion to amazon. a very good price too! this is what you need to buy if you're looking into something just for reading books, magazines, etc. on","A good, somewhat basic E-Reader... beats the basic kindle.",5.0,True,
"I bought this Nook for my wife. She loves how compact it is and how much space it's going to save on our bookshelves. My only complaint, as with all eReaders, is that used paperbacks are about $4 on average and on an eReader you still pay full price.",First Nook,4.0,True,
The product was in great shape and arrived VERY quickly! It worked and was at a very good price. Everything about my experience was wonderful!,Nook,5.0,True,
Would have liked to know what color I was getting and the charger has the base but no cord.  Thankfully it takes a standard USB charger.  Product in great condition for it to have been used. Very fast shipping.  Overall am satisfied,Great Buy,5.0,True,
I've had my nook for over 2 years now.  Just the original black and white with e-ink.  There are tons of books out there and whatever my mood is I can read what I want.  The only problem I have with it is I don't have enough time to read them all.  I've never had a single problem with the book.  I'd recommend it to ANYONE at any age.,Carry all your books with you!,5.0,False,
"This was my first e-reader, and remains my favorite.  I am a huge fan of e-ink, and enjoy the look of reading from paper.  It is very simple to use, and books can be easily side-loaded with the free Calibre software.  Page turn time is quick, but quicker with the newer version.  Battery life does last about two weeks, reading a pace of at least one to two hours per day.  Battery is only consumed when the color screen is on or when pages are turned.

Of course, as a Prime customer, I really need a Kindle :)","Very good, basic Epub Reader",5.0,False,
"This tablet from barnes and noble is an afforadable alternative to the ipad. Serves more than one purpose ...while its primary function is reading. The original nook is a whole family experience. Its size and durability give the nook, nook color, and nook tablet are built with quality materials so that they have longevity. This is a gift for the teachers assistant at my sons school. She wanted something to read her books on, and since i have the nook color i figured this would be a good start for her.<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Barnes-and-Noble-NOOK-eBook-Reader-WiFi-only-Black-White/dp/1400532620/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Barnes and Noble NOOK eBook Reader (WiFi only) [ Black & White </a>]",intro to a classic...,5.0,True,
"great.
Got it on time and it works very well.
I do not regret
It does not even look like a second hand.
Looks like brand new",great,5.0,True,
"Nice thing.
I  received mine with some nicks on the screen.
It's slow, doesn't knows Russian and  Georgian languages. So I was forced to flash it with different unofficial ROM.
It's still slow, but now I can do much more with this reader.
P.S. my first e-ink reader (I have a kindle fire also) and I LIKE to read e-ink, on a kindle fire I spend 95% time with web-surfing and gaming :( But with Nook I can read, nothing disturbs me, so I can READ :)",NOOK 1st,3.0,True,
"The description has that it has a hairline crack on the right side. However, the hairline crack is on the left side. The crack on the right side that was not detailed in the description is fully through the front panel. I'm not very happy as this should have been mentioned in the description and should have cost less. It doesn't intefere with the running of the machine but it is not very nice looking and I have to be careful.

The system was not set to default and I had to do that myself.

The case was in great shape just a little dirty.",Incorrect Discreption,2.0,True,
Well the nook serves its purpose well. It is great in high levels of bright sun light and even does well in the shade. Battery life is amazing and the nook library is defiantly growing. Love the whole idea of narrowing books from friends and your local library.,Nook,5.0,True,2
"I've owned this original Nook for two years now and have read dozens of books on it.  I've also spent dozens of hours on the telephone with Nook support and other activities related to keeping it running.  I'm an experienced software designed/programmer, engineer, etc. and I can assure you that compared to a paper book, this is a seriously flawed concept.  If you insist on buying an eBook reader, make sure you allocate plenty of time that you could have better spent on reading a real book to spend on arguing on the telephone with foreign call center reps.  B&N's concept of customer support is severely lacking and they appear to have little knowledge when it comes to supporting electronic gear.

On top of those problems, consider the very concept of the electronic book.  While you will pay close to the same price you'd pay for a real book on sale, you won't own the book - you'll have a license to use it.  When you're finished with the book, maybe you'd like to be able to loan it to a relative or friend, but you can only do that if they have a Nook and you can loan it for two weeks only.  I suppose when the two weeks is up, the borrower sees the book disappear, finished or not.

And then there's the odd problem of your Nook for some reason being tied closely to the email address you had on file with B&N when you registered your Nook.  I recently had to change my email address and updated my B&N account with the new address and new B&N password.  After that, I could no longer download books, and was unable to unregister and register my Nook (that was supposed to fix the problem, according to the support center).  If you happen to get yourself into that dilemma, be ready for a long drawn-out session on the telephone.  The problem was that B&N neglected to spell this situation out on their website when I changed my email address.

So, if you're into ""going green"", driving a hybrid car (and thinking it's going to save you money in the long run), then the Nook may be for you.  If all you want to do is read, forget the Nook and go to the local library or bookstore and spend your time reading.  Give the price of the Nook to a local charity.  Everyone will be happier.",Run the other way,1.0,False,
"Husband has now had three Nooks; first two had defective Page Forward buttons, which cracked.  My Nook is now cracking beneath Page Forward buttons on both sides of screen.  B&N replaced both my husband's defective Nooks but not without difficulty.  Customer Support seems to be in India and representatives are difficult to understand.  Help depends upon whether or not you manage to connect with a customer service rep who is knowledgeable.  WARNING: You CANNOT change an email address in your B&N account if you have an early version Nook (no idea what ""early version"" really means) without first unregistering your Nook.  NOWHERE could I find this information on the B&N website and one would logically think that email address and password are part of one's account profile since that's where one manages those items.  Not true - you MUST unregister your Nook, THEN change your email address and/or password.  (Password seems to be able to be changed without unregistering/reregistering the Nook.)  I just spent over an hour on the telephone with multiple Customer Service reps, having been cut off at least once, before I was able to successfully unregister and reregister my Nook with a new email address and password, having been forced to change it to thwart a hacker.  Of course B&N thanks you for your concerns and apologies for your inconvenience but in light of the various problems we've had I'd recommend buying a Kindle.  As for me, when I've read the current unread books in my Nook library I'm going back to hard copy books.  I've never had to enter a password to read a REAL book.",Earlier version Nooks have problems,3.0,False,
"The Barnes and Noble Nook is an outstanding piece of gadgetry. Avid readers to modest readers alike will love having one of these in their purse or laptop bags. I carry mine wherever I go, and all 75 some odd books I'm currently interested in reading. Of course that barely scratches the 1500 some odd book capacity this thing has to offer.

If what you are looking to do is read, you cannot go wrong here. Text is crisp and easy to read at any of the variable font sizes. Finding books on the device is very easy. Is it just a little bit more clunky than a Nook Color, Nook Tablet or iPad in the way of navigation? Well, in short, yes, it does not have a big color touch screen, but it does have a small one, and since the vast majority of time spent on this device will be reading, not touching the screens, the issue is moot.

Fast page turns, quick screen refreshes and easy, crisp, readable text are key points in a E-READER device, and it has all of that.

Additionally, the free Fridays deals EVERY Friday are a big bonus. Some of the stuff is quite good.

Finally, the ability to side load items from your own collection on say Calibre or other ebook source is priceless. You are not limited to ONLY what you can find in the device's built in web store.

If you like to read and want a cheap, but quality e reader backed by a big company, you cannot go wrong here. I'm sorry Amazon, the kindle just doesn't hold a candle.",Excellent Product,5.0,False,
"I did not receive a power cord to charge my nook and now need to go find one...until I do, I have no idea if it works.",no power cord,2.0,True,
"I bought this on the 27th of December after hassling with FedEx (to the point where I made them just hold it at a FedEx office) 2 days later I finally have it after (It was attempted for delivery on Friday 1/6) I was pleasently surprised to discover how small this thing is. I've watched a ton of reviews and unboxing a on it and I guess the camera angles made it look wider. It's so tiny it can fit in a larger pocket (Like pajama pockets). I already have 12 books and I actually finished one just now I started reading it at 1:30pm and it's 11:45pm I say not bad the book was 155 pages too. Once I got the hang of it I was very pleased with my purchase and I recommend probably just getting the Nook Simple Touch but coming down to reading it doesn't matter just read people! That's a little rant. So I'll maybe give another in depth review of this in a week. See you soon, thanks for reading my review.",Needed to get acquainted with at first.,4.0,True,2
Had trouble with Post Office Tracking Service. Kept telling me they didn't have it. Well it finally arrived but was 4 days later than expected. Glad to get it not shippers fault. Would recommend to anyone. Crawford's rocks. Thanks for prompt feedback to me. Would buy from them again. A++++++++++ Service.,Finally came,5.0,True,2
I bought this unit as a gift for the grandchildren to read books. My plan was test it out and buy 3 if it worked. I planned to buy gift cards for the unit so the kids could buy books. Barnes and Noble requires a credit card to activate this unit! That is a show stopper as it is not desirable for young children to have a unit with credit card information linked to it. They could lose the unit etc. I loaded my credit card information to test the unit. After deciding to return the unit I talked to customer service about deleting my account information. The answer from 3 people was you can not delete your account information. I can not recommend this company.,Barnes and Noble NOOK eBook Reader,1.0,False,5
"The Nook is probably o.k. if you use it just to buy stuff from Barnes and Noble, but it was sold to me as a tool for reading free books and it didn't work for that.

After checking with the store (and getting a demonstration) to make sure it could be used this way, I purchased a Nook as a gift for my husband (an electrical engineer).  He couldn't to get it to work properly after he bought a book online.  He made numerous trips to a Barnes and Noble retail store where no one helped.  Finally, after going back yet again to see the Nook ""expert"" they made some software upgrades and it sort of worked.  He was so dissatisfied that he was ready to throw it out.  So I said I would take it.  I then had a similar experience--trips back to B&N, nice staff who tried to help but couldn't and a dysfunctional product. At my last visit, I was told that if they were really going to help me I needed to bring it in WITH my computer. I use a desktop for my downloaded books.

I still have the receipt, but they won't let me return it because the various efforts we made to get it working took so long.  They say that the device isn't defective--it just doesn't really work.  It works much better in the store than at home.  I think they have a much faster wireless connection in the store, which explains why it seemed to work there, but it doesn't work with my desktop or our laptops via WiFi. Not only is it hard to download books, when I do download older books they are usually unreadable because of problems in rendering the .pdfs on the screen.

I wasted another day trying to get library books to work--setting up accounts and files, tinkering with the settings etc.

I finally gave up and got a Kindle DX. I downloaded and read an 18th-century text from Google Books within minutes of charging the Kindle. It is perfectly readable including the diagrams and plates.

What I thought was a nice gift turned into a major headache for my husband and then for me. B&N weren't honest with me about what it could do. Then they wouldn't let us return it. We have lost not only our money but all the time we spent driving back and forth to the retail store and getting no real help.",white elephant,1.0,False,4
"I love my Nook.  For the price, I couldn't ask for anything better.  Barnes and Noble do not really give good instructions on how to borrow library books, but once I figured it out, borrowing from the library is extremely simple!  I saw some people think glare is a problem, and I was worried about that.  It has not been a problem for me.  I think the display looks pretty similar to the look of a book page.  Some people also complained about the weight.  I think it's fine.  The Nook is a lot lighter than some of the books I have read, so I don't think the weight of the Nook is an issue either.  If you are looking for a simple e-reader at a great price, the Nook will work out well for you.",Love it!,5.0,False,2
"When I purchased this item it was still running $150.  At the current price, I think it's a good deal but I'm not sure it would be my choice if I could roll back time.  I originally purchased this because I wanted to rent ebooks from the Library and that wasn't an option with the Kindle.  Now, they come for the Kindle as well as in epub and pdf formats.  You can basically use any ereader to rent these now.

I read all these reviews saying that the black and white was like paper, easiest to read.  It's not anything like a paper book, it's far less ""bright"" when it comes to reading.  Don't get me wrong, I love ebooks.  I haven't read a paper book in a year.  It is just that even in regular light it is not as easy to see for me.  You absolutely can read it without a light during the day, but it is not nearly as crisp or easy as it would be with a paper book.  I have a clip on light, and with that it's perfect at night.  I'm able to read in bed and not disturb my husband, if one wants a black and white reader as close to paper as you can get--I'm just not sure this is what one would expect.

This reader has a browser which you can use to get on the internet.  It was handy when we were in a hotel with wifi and I didn't bring the laptop and I needed to know when a business opened.  It's certainly not easy to surf, this would not be my choice to use unless in a pinch.

The battery does not last as long as I expected.  I get maybe a week and a half out of it, if I turn it completely off when not using it--and if I have it on airplane mode (not wifi enabled).  I do read at least a few hours a day.  The time is much shorter if I let it just hibernate.

I am not sure if the text size options are specific to the device or the book.  It appears to me it is the device that offers limited options, though it varies based on the originating text of the book. The text size on extra large--the largest option-- is often (it varies by book) small enough that it would equal that of a normal book.  My vision is pretty good and occasionally I'm annoyed by how small extra large is.  In some books medium is the same as extra large in others.  I do think that for anyone with vision challenges, limited text size might be an issue.

Obtaining books is easy to do through Barnes and Noble.  You need to go online on a computer and provide a credit card.  You can then order them on the computer, or through your device.  I generally use the computer, but if you know what you want--ordering directly from the Nook is quick and easy.  Transferring library rentals is also as easy as drag and drop, using Adobe Digital Solutions (free app, the library should have a link to download it).

All in all, it's a good ereader.  I've never had any mechanical issues with it.  It is sturdy and reliable.",Not Sure I'd Do It Over Again,4.0,False,
"I received the Nook (WiFi) for Christmas 2010 and I loved it from the moment I powered it up and read my first book. At first I was against ereaders since I'm a book nerd--I love the feel of the pages, the smell, etc--but the Nook made me change my way of thinking regarding ereaders. Navigation is simple, adding books is a breeze (I've used both B&N and Calibre software)--basically everything you want to do/change is laid out in an amazingly user friendly way.

The only problem I had with the Nook was the e-ink screen. My three year old knocked it off the couch arm one day and it messed the screen up completely, even though it was in a case. Otherwise, I can't think of any issues I've had with this product. I've tried the Kindle and Pandigital ereaders, but neither one compares with the Nook. It's pretty close to perfect.",I'm hooked on the Nook,5.0,False,2
"I bought the simple one-touch Nook e-reader and, although I love e-readers, this has been an exercise in frustration.

While reading a book, the Nook will suddenly freeze up, you can't page forward or backwards AND if you want to try the old reliable 'turn it off then back on trick' you learn that you can turn it off only with much difficulty. Another annnoyance is sometimes when touching the screen to turn the page, a word will be highlighted and will continue to be highlighted until you turn the Nook on & off (if you succed in turning it off); this is NOT to be confused with the normal highlighting feature.

I went to the local B&N store several times and was unable to get help. Once I was told that if you didn't unplug the Nook from the charger immediately after reaching 100% charge, the above problems would occur.  Another time, I was told that these complaints were frequent with the One Touch Nook but not the color Nook. I was also discouraged from returning it to B&N customer service...

So, I have chalked the $139 up to 'lessons learned' and have bought an IPad. I just tried to turn off my Nook and, of course, could not get it to power off.

Ann",What a disappointment,1.0,False,2
"I hate the old ereaders on the market.  They were expensive, heavy and clumsy in my hand.  I didn't see how they were better than just a plain old book.  I LOVE this nook however.  I got it as a present from dear hubby.  It is light, so nice in my hand and fits great in my purse.  I love how you can make the font big.  I can read so much faster not squinting on small type.  Bonus is the books are cheaper too!!",Recent ereading convert,5.0,False,
"1- Its touch screen is very comfortable.
2- uses elictronic ink tech (doesn't harm your eyes).
3- you can browse the internet, but it's very slow.
4- high life battery.",Great and very easy to use !!,4.0,False,2
"It was a good deal and it works well. Almost as easy as reading a book, but a lot less bulky.",nook review,4.0,True,
"My nook arrived very quickly and I could not be happier. I have waited a long time for this product and it came exactly as described. The seller communicated well and processed the transaction in a timely manner. It arrived in very good condition and I was able to begin using it right away. It is a great piece of technology - simple, efficient, and great battery life. Thank you so much.","Excellent product, seller provided great customer service",5.0,True,
"I was the biggest nook/kindle hater on the planet before being gifted this nook. I would constantly diss the e-readers claiming that books were soooo much better. Then I ordered a book series from Amazon and the books/print was so tiny that I could barely read them without straining my eyes and driving myself crazy. My mom (<3!!) gave me my brothers old nook since he had a new nook color so I could download and read the series on this. It wasn't cheap to download the books, but compared to reading the free versions a friend had sent me (which were horrible because the text was all messed up...typos galore) but the option to make the text larger or smaller and the clarity of the screen made the 8+ dollars per book soooo worth the price.

The battery on this lasts so long it's insane. I would read daily maybe 5 hours per day over the summer (hey, I had to finish the series before school resumed!) and I only had to charge it once a week tops, even then the battery wasn't drained I just didn't want to give it a chance to run out. I am so in love with my nook now it's insane. I can download almost any book I could possibly need and carry it around in this tiny little, lightweight nook.

Another big plus....MY BOOKMARKS DON'T FALL OUT OF THE NOOK!! Nothing is more frustrating than losing your place and going bananas trying to find it without revealing something you haven't read yet.

Also, when it comes to textbooks this is a lifesaver!! My back loves the nook. I cannot recommend the nook (or any e-reader in general) enough. You can still buy physical books (I do and will never stop because I absolutely love them) but for an avid reader the nook is such a great addition to your life.

Even though my first nook was free (making it that much sweeter), I would gladly lay down $100+ for a replacement if anything happened to mine or for a newer model, not the color though, that's more like a tablet PC than an e-reader.",From hater to smitten with this amazing little device...,5.0,False,4
"I have not had the Nook very long, but my first impression is that I hate it and I should have gone for the Kindle.  The Nook is one of least user-friendly devices I have laid hands on.  It took me three days to get a book downloaded.  The screen is not very bright either.  It's just so much easier to drive the short distance to the library and grab a traditional book and skip all the headaches.",Very disappointed,2.0,True,2
"Certainly e-books have conveniences over printed hardcover and paperback books. If you have an e-book reader and e-books you don't have to carry 10 or more heavy books with you when traveling to be able to read. However, at least with printed books you can actually own a copy of the book. With e-books they just give you a license to access the e-book when you buy/rent it which they can revoke at any time (Google Amazon's remote deletion of George Orwell 1984 book from Kindles) which is why I say the Nook is a crook. The Nook is defective by design and refuse to buy a product that is defective by design. Remove the DRM and maybe then I'd be willing to buy it.",NOOK is a CROOK: Defective By Design because of DRM,3.0,False,
"don't know yet,still can not get it to work,it does not want to accept
comcast as my wireless provider,when I am able to drive will get to barnes and noble for help",nook,1.0,True,
"I feel the Nook...is very user friendly. I have not had any issues with it so far.

Pro's:

*It is light and easy to travel with.
*There is the option to add a SD card for additional storage.
*Books download quickly.
*You can rent books on your Nook, from participating libraries.
*You can read any book for free...for one hour a day in any Barnes and Noble store.
*Sometimes they give you free Starbucks.

Cons:
*I think the customer service/support is terrible. When you finally get someone on the phone....(I have had some really long hold times...they usually do not know how to help.

*I have had my Nook....for about eight months and have noticed the battery does not seem to last as long...as it used to.

*The case on the back of the Nook is difficult to remove.

*On two separate occaisons.....I had turned off the device......to conserve the battery....and then I was unabled to turn the device back on. I contaceted tech support/customer service...the first time it happened...they were able to resolve the issue by doing a factory reset. The second time it happened.....I called three separate times and each rep. I had spoken with...had wanted to send me a ""certified refurbsihed Nook"" and did not even attempt to resolve the issue. When I mentioned what had taken place...the last time I had this issue...I was advised them what happened the previous time...I was advised that this was something completely different. Then I found out that it WAS the same issue that happened the last time....an update had gone through...while the device was off...causing this issue.",Hope this helps...........,4.0,False,
"This product would not hold a charge, the customer service department at Barnes and Noble took 4 calls to try and rectify the problem.  None of the first two conversations were on record, the third conversation resulted in a less than satisfactory result.  The fourth conversation with customer service resulted in them sending me a certified USED product to replace the NEW one that I bought.  As I type this, I am on hold for 25 plus minutes trying to get someone to helP me.  I WILL NEVER BUY A BARNES AND NOBLE PRODUCT AGAIN.","If I could rate it lower I would, the only thing worse is the customer service.",1.0,False,6
the nook takes forever to turn the page the battery life sucks it always falls out of its case (not sure if its the case or the nook) i have tried both nook and kindle i recommend the kindle over the nook,Kindle is better,2.0,False,2
"I love my Nook! Battery lasts longer if its on Airplane Mode, but still like 3-4 days without charging it, I don't mind it though I really love it, touchscreen is good, sometimes stalls to turn the pages if it hasn't had a touch in a few minutes, I would recommend it to anyone who loves to read!",Love it!,5.0,True,
"The nook is the worst piece of technology I have ever experienced.  I'm not a technophobe, and I'm quite good at gadgets, but this one is just incredibly poor.  The keyboard is incredibly difficult to deal with, the battery life is only 12 hours, which can be frustrating for long trips, the wifi access is difficult to navigate, and the support system is just piss poor.  I've been trying to download a book for 3 hours, and though they have charged me the money for the (expensive) book, it won't download on my nook, and the nook claims there are problems with payment.  And Barnes and Noble won't take my calls.  It's like some kind of bad prank.
I have a feeling that my experience is not the norm, since I have heard people speak highly of the product, but I have to give this product the absolute worst rating.  If I could give 0 stars, I would.  Get a kindle.",Don't buy,1.0,False,5
"I recently bought a Nook wifi for the holidays. Earlier I bought a Kobo wifi e-reader (but on holidays 1 e-book reader is just not enough for a family). I didn't want a kindle because I already have loads of e-pub books. I mainly use them for reading E-pub books. The Nook is a bit more luxurious, a bit heavier, sturdier but also a bit more expensive. I like the e-ink screens on both. They both do what they should. The extra's on the nook are for me the book shelves, webbrowser (although it is simple) and the games (what i don'n understand is why nook isn't supplied with an android appstore, need to hack it to get it going). The Kobo on the other hand is capable of reading cbr (comic books) although they are of course without color (and readability depends on the comic). I usually read comics on my Acer netbook. The small touch color lcd of the nook is usefull especially with the browser and with the games.
If you need a simple inexpensive light e-reader for on the beach etc. go for the kobo.
If you go backpacking you wil probably need the browser from the nook.",Nook wifi review,5.0,True,
So much better than carrying around books. Great product at a great price and better than expected quality from seller. Quick shipping as well.,nook review-great product,5.0,True,
"I love my nook!!  I use it to rent books from libraries, read school books, and listen to audiobooks.",Love my nook!!,5.0,False,
"Highly disappointed. I purchased the new B/W touch version of the Nook and had intended to use it for lecturing in class when I need to do it from the book. I didn't know that you couldn't download the etextbooks to my Nook from the NookStudy part of Barnes and Nobles. Why would you call this NookStudy if you can't download the textbooks to a Nook reader?

Seriously!

I could live with the some of the shortfalls for this device (slow touch response, flickering on the screen when changing pages, keyboard mistypes characters, etc), but not being able to download a textbook from something that says ""Nook""Study? Smacks of misrepresentation, somebody should sue. On the NookStudy web page, it says that a ""Nook"" is not required, it should say, ""Not intended for Nook Devices"". Also, it will not load onto any other hand-held device that has the Nook app, only on a PC or a Mac. They should rename it to ""DeskTop Study"", using the Nook label when you can't use it on a Nook device is false advertising (anybody want to sue?).

Anyway, I'm returning this and buying a Kindle (at least Amazon will tell you what devices you can install their etextbooks, i.e. almost all their Kindles, Mac, PC and oh, an iPad!).

If your planning on buying this for your college bound student, get them a Kindle instead.",Not for Students and Professors,1.0,False,2
Amazon had the nook WiFi here very quickly. I could get started on my own without too much trouble. I did go to Barnes and Noble a few days later and got plenty of help from the Nook man there on the finer points. I have been using it since Father's Day and I really enjoy it. I also enjoy going back to the Barnes and Noble store and reading some of the books there on my nook free of charge.,Nook WiFi only,4.0,True,
"I have seen the Kindle and wish I would have gotten it.  The kindle was out of stock and I got the Nook.  The battery life is not good at all I can only get 100 pages at a time if I'm lucky and on airplane mode.  The Kindle apparently will get you 10 times that!  If I had to do it again the Kindle would be the way to go, but Amazon lost a sale and was out of stock...",I wish I had gotten the Kindle,4.0,False,3
"I am very disappointed in my Nook.  It is WONDERFUL if all you want to do is read an ebook.  It has great quality of text and is wonderful to read outside, even in the sun.  But, that's just about all it does.  I am really surprised by the lack of technology and thought that went into the Nook.  There are few Apps to add....actually none.

There is no date/appointment calendar, which should be a basic App, I would think.
Internet use is slow and cumbersome, and verizon email (which I have) is not supported at all
There are only two games, and chess is of no interest to me.
I do like the fact that my library supports Nook which is the main reason I purchased it.

Just think low technology.  I plan trying to sell my very new Nook asap.

gail<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Barnes-and-Noble-NOOK-eBook-Reader-WiFi-only-Black-White/dp/1400532620/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Barnes and Noble NOOK eBook Reader (WiFi only) [ Black & White </a>]",very disappointed,1.0,False,2
"I would LOVE to have known that you absolutely, positively MUST HAVE wi-fi access to even register this product (which I don't have at home). It came with a USB cable but apparently that was just for looks...
I would have had to drive somewhere that was an AT&T hot spot to even use it for the first time (who knows if it would work in a Verizon hot spot)! And since there is no Barnes & Noble store in my town I would have had to drive a minimum of 30 miles to use their in-store ""lending"" feature.
There is such a minimum of information on the outside of the box, in the store where I purchased it or even online that it wasn't until I got it home and unwrapped it that I found this out.
I was bummed.
I think I will be buying a Kobo or Kindle instead. At least those give you the option of hooking it up to a computer connection the usual way (with the provided USB cable).",No Wi-Fi; no e reader,1.0,False,9
Do not buy a Nook!!!! Spend you money else where. We have both a color and a black and white. Both are less than a year old and have had to be replaced already. Now the B&W needs to be replaced again. Tech support is a joke!!! In store support is just a little better-if there is a store close to you. Would never buy one again-company will not refund. BAD NEWS!!!!,Nooks no good!!!!,1.0,False,3
"The screen is durable and looks like a real book page.  The covers are terrific and give me the feel of a ""real book"" - not that I needed it after having the nook for a couple of weeks.  The non-glare screen is a HUGE help while I am outside with the kids.  The battery last and lasts, love having the ability to put photos on for my screen saver.  And I haven't even TAPPED into all the other features it has yet.  Love it, love it!",Loving My Cozy Nook e-reader!,5.0,False,2
